Rooms,Type,Price,Date,Distance,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt
5,h,4850000,12/11/2016,5.6,3101,4,4,957,400,1930
2,h,1400000,18/06/2016,11.2,3145,1,1,312,,
2,u,625000,3/6/2017,3.5,3207,1,1,6830,,
4,t,2570000,12/11/2016,10.7,3187,3,2,898,,
3,h,661000,16/09/2017,32.3,3803,1,3,819,,
2,u,655000,10/12/2016,4.6,3122,1,1,0,78,1960
3,h,1420000,8/4/2017,4.1,3206,1,0,112,,
2,u,615000,4/6/2016,7.8,3124,1,1,1107,68,1960
2,u,660000,17/06/2017,20,3194,1,1,101,300,1990
3,h,1100000,15/07/2017,5.3,3122,2,1,109,109.5,1999
2,h,1270000,17/06/2017,3.6,3068,1,0,183,,1890
3,h,901000,29/07/2017,21.3,3135,2,2,678,,1975
2,u,692000,7/5/2016,1.6,3065,1,1,0,,
3,h,644000,3/6/2017,20.5,3752,2,4,492,160,2007
2,u,890000,17/09/2016,5.6,3101,2,1,89,87,1965
1,u,313000,25/02/2017,7.7,3184,1,1,0,,
4,h,3625000,27/11/2016,6.3,3143,1,2,709,251,1900
4,h,1785000,10/9/2016,7,3013,2,2,640,,
2,h,930000,16/07/2016,2.5,3121,1,1,125,68,1900
4,h,1717500,19/11/2016,2.6,3052,2,1,165,,
2,u,885500,18/06/2016,3.4,3068,2,2,0,136,2005
4,u,990000,7/5/2016,1.2,3006,3,1,0,172,1995
3,h,960000,3/9/2016,13.8,3084,2,2,656,183,1990
4,h,990000,8/4/2017,12.6,3020,1,6,654,189,1950
2,u,797000,24/06/2017,5.4,3101,1,2,964,,1960
3,u,696000,15/07/2017,16.7,3168,1,2,259,,
2,u,722500,3/9/2016,8.9,3162,1,1,0,100,1960
2,u,725000,18/03/2017,13,3204,1,1,677,88,2012
3,t,1010000,23/04/2016,4.5,3057,2,1,0,133,2014
2,t,860000,10/12/2016,9.2,3104,2,2,204,,
4,h,1255000,28/08/2016,13.9,3165,2,2,610,167,1950
1,u,520000,8/7/2017,5.4,3101,1,1,0,,
4,h,1825000,6/5/2017,3.4,3068,1,2,306,,
2,u,730000,22/07/2017,7.2,3184,2,1,0,,2013
2,u,580000,17/06/2017,7.5,3040,1,1,921,84,1970
4,h,1300000,10/12/2016,6.4,3011,2,3,0,190,1950
5,h,675000,23/09/2017,31.7,3429,3,2,615,208,2000
5,h,1116500,15/07/2017,16.7,3150,2,2,701,182.85,1960
3,h,1280000,25/02/2017,6.5,3071,1,1,253,130,1910
2,u,799000,27/05/2017,1.8,3051,1,1,0,73,1900
2,h,1450000,8/4/2017,11,3147,1,1,627,,
2,u,625000,10/12/2016,3.3,3141,1,1,1283,,
3,h,1122000,8/7/2017,15.5,3167,1,2,732,,
3,t,1015000,24/09/2016,4.5,3181,3,1,0,,
3,u,1221000,22/04/2017,11.2,3186,2,2,0,109,1975
2,t,495000,12/11/2016,11.2,3073,1,1,96,73,2013
3,t,1000000,1/7/2017,21.5,3195,2,2,298,124,1995
3,h,1010000,4/3/2017,7.8,3058,2,1,278,278,
3,h,983000,3/9/2017,4.3,3032,2,2,359,185,2008
3,h,1800000,15/07/2017,14.2,3149,2,2,747,,
4,h,953000,15/10/2016,15,3085,2,2,551,150,1997
4,h,1720000,22/05/2016,10.7,3187,2,2,676,,
3,h,475000,29/07/2017,31.7,3429,1,4,754,131,1985
3,t,830000,28/08/2016,12.2,3147,1,2,212,130,2012
4,h,1272000,24/06/2017,16.7,3150,2,2,733,,
3,u,1602000,10/12/2016,11.2,3186,2,2,328,,
2,u,902000,25/02/2017,6.1,3182,1,0,0,108,1920
5,h,1951000,3/9/2017,9.7,3104,3,3,711,,1960
2,u,455000,17/06/2017,20,3194,1,1,3160,,1970
1,u,312000,17/06/2017,5.2,3055,1,1,406,40,1970
2,u,867000,8/4/2017,4.6,3142,1,1,1087,,
1,u,415000,15/07/2017,5.3,3122,1,1,0,,
5,h,3160000,13/05/2017,5.6,3101,5,2,811,,
3,u,805000,3/6/2017,2.7,3141,1,1,0,,1970
3,h,590000,3/12/2016,12.8,3033,1,2,610,,1974
3,t,1300000,11/2/2017,2.3,3051,2,2,67,,2005
2,u,509000,3/9/2016,6.1,3182,1,1,0,,
3,t,1205000,22/04/2017,7.5,3102,2,2,270,,
2,t,690000,20/05/2017,4.5,3057,1,1,3886,,
2,h,2200000,15/10/2016,2.6,3052,2,1,190,172,1875
3,u,510000,17/06/2017,12,3073,1,1,178,100,2009
3,t,1115000,4/3/2017,13.9,3165,2,2,297,,
2,u,722000,12/11/2016,9,3126,1,1,0,92,1965
2,t,617500,10/9/2016,11.2,3042,1,1,237,,
